symbol,name,currency,exchange,country,type
1NK,Templeton Emerging Markets Investment Trust plc,EUR,FSX,Germany,Common
1NN,"Neinor Homes, S.A.",EUR,FSX,Germany,Common
1NO,Novo Resources Corp,EUR,FSX,Germany,Common Stock
1NR,Northland Power Inc,EUR,FSX,Germany,Common Stock
1NS,"SINOPEC Engineering (Group) Co., Ltd.",EUR,FSX,Germany,Common
1NV,Navigator Holdings Ltd.,EUR,FSX,Germany,Common
1O4,Japfa Ltd.,EUR,FSX,Germany,Common
1OD,iA Financial Corporation Inc.,EUR,FSX,Germany,Common
1OK,Avon Rubber p.l.c.,EUR,FSX,Germany,Common
1OM,Mekonomen AB (publ),EUR,FSX,Germany,Common
1ON,"Domo, Inc.",EUR,FSX,Germany,Common
1OQ,Hafnia Limited,EUR,FSX,Germany,Common
1OT,Ovid Therapeutics Inc.,EUR,FSX,Germany,Common
1OV,China Electronics Optics Valley Union Holding Company Limited,EUR,FSX,Germany,Common
1OW,Waitr Holdings Inc.,EUR,FSX,Germany,Common
1P1,Play Communications S.A.,EUR,FSX,Germany,Common
1P6,Berry Corporation,EUR,FSX,Germany,Common
1PC,Legend Holdings Corporation,EUR,FSX,Germany,Common
1PH,China Resources Medical Holdings Company Limited,EUR,FSX,Germany,Common
1PJ,PJT Partners Inc.,EUR,FSX,Germany,Common
1PK,Dechra Pharmaceuticals PLC,EUR,FSX,Germany,Common
1PM,Primoris Services Corp,EUR,FSX,Germany,Common Stock
1PU2,SP Group A-S,EUR,FSX,Germany,Common Stock
1Q5,"Dropbox, Inc.",EUR,FSX,Germany,Common
1QK,"Aedas Homes, S.A.",EUR,FSX,Germany,Common
1QT,AmRest Holdings SE,EUR,FSX,Germany,Common
1QU,Qudian Inc.,EUR,FSX,Germany,Common
1QY,Industrial Logistics Properties Trust,EUR,Munich,Germany,Common
1R1,RealPage Inc,EUR,FSX,Germany,Common Stock
1R8,"Radius Health, Inc.",EUR,FSX,Germany,Common
1RG,"REV Group, Inc.",EUR,FSX,Germany,Common
1RH,Recruit Holdings Co Ltd,EUR,FSX,Germany,Common Stock
1RS,Sumo Group Plc,EUR,FSX,Germany,Common
1RV,"Rhythm Pharmaceuticals, Inc.",EUR,FSX,Germany,Common
1RY,LPP SA,EUR,FSX,Germany,Common
1S2,Sleep Country Canada Holdings Inc.,EUR,FSX,Germany,Common
1S3,SeSa S.p.A.,EUR,FSX,Germany,Common
1S4,"HarborOne Bancorp, Inc.",EUR,FSX,Germany,Common
1S6,Steadfast Group Limited,EUR,FSX,Germany,Common
1S7,"Selecta Biosciences, Inc.",EUR,FSX,Germany,Common
1S8,Secoo Holding Limited,EUR,FSX,Germany,Common
1S9,Seres Therapeutics Inc,EUR,FSX,Germany,Common Stock
1SG,Swiss Global Moneycare AG,EUR,FSX,Germany,Common Stock
1SI,Snap Inc,EUR,FSX,Germany,Common Stock
1SI,Snap Inc,EUR,XETR,Germany,Common Stock
1SO,Samsonite International S.A.,EUR,FSX,Germany,Common
1SP,"Surgery Partners, Inc.",EUR,FSX,Germany,Common
1T1,TechnipFMC plc,EUR,FSX,Germany,Common
1T3,"Syndax Pharmaceuticals, Inc.",EUR,FSX,Germany,Common
1T4,TORM plc,EUR,FSX,Germany,Common
1T5,TAURON Polska Energia S.A.,EUR,FSX,Germany,Common
1T7,"Tricida, Inc.",EUR,FSX,Germany,Common
1T9,Tarkett S.A.,EUR,FSX,Germany,Common
1TB,Orphazyme A/S,EUR,FSX,Germany,Common
1TK,"THK Co., Ltd.",EUR,FSX,Germany,Common
1TM,Mithra Pharmaceuticals SA,EUR,FSX,Germany,Common
1TU,TransUnion,EUR,FSX,Germany,Common
1TY,Prosus N.V.,EUR,FSX,Germany,Common
1TY,Prosus N.V.,EUR,XETR,Germany,Common
1U3,Bic Camera Inc.,EUR,FSX,Germany,Common
1U4,Grainger plc,EUR,FSX,Germany,Common
1U5,Wave Life Sciences Ltd.,EUR,FSX,Germany,Common
1UC,"Cue Biopharma, Inc.",EUR,FSX,Germany,Common
1UEN,United Energy Group Limited,EUR,FSX,Germany,Common
1UI,Unieuro S.p.A.,EUR,FSX,Germany,Common
1UM,Union Medical Healthcare Limited,EUR,FSX,Germany,Common
1UN,"USEN-NEXT HOLDINGS Co.,Ltd.",EUR,FSX,Germany,Common
1V1,Vectrus Inc,EUR,FSX,Germany,Common Stock
1VD,Coastal Financial Corporation,EUR,FSX,Germany,Common
1VG,"Daseke, Inc.",EUR,FSX,Germany,Common
1VPA,Vipshop Holdings Limited,EUR,FSX,Germany,Common
1VRA,Verallia Soci�t� Anonyme,EUR,FSX,Germany,Common
1VT,"Viking Therapeutics, Inc.",EUR,FSX,Germany,Common
1VV,VinaCapital Vietnam Opportunity Fund Ltd,EUR,FSX,Germany,Closed-end Fund
1VY,OPUS GLOBAL Nyrt.,EUR,Munich,Germany,Common
1VY,OPUS GLOBAL Nyrt.,EUR,FSX,Germany,Common
1W3,WSP Global Inc.,EUR,FSX,Germany,Common
1WA,"Bridgewater Bancshares, Inc.",EUR,FSX,Germany,Common
1WE,La Fran�aise des Jeux Soci�t� anonyme,EUR,FSX,Germany,Common
1WF,Wayfair Inc.,EUR,FSX,Germany,Common
1WO,Workhorse Group Inc.,EUR,FSX,Germany,Common
1WR,Westrock Co,EUR,FSX,Germany,Common Stock
1WR,Westrock Co,EUR,XETR,Germany,Common Stock
1WT,"WisdomTree Investments, Inc.",EUR,FSX,Germany,Common
1X1,Catapult Group International Limited,EUR,FSX,Germany,Common
1X6,Class Limited,EUR,FSX,Germany,Common
1XRN,Star Petroleum Refining Public Company Limited,EUR,FSX,Germany,Common
1XZ,Ping An Healthcare and Technology Co Ltd,EUR,FSX,Germany,Common Stock
1YD,Broadcom Inc.,EUR,FSX,Germany,Common
1YE,Energean plc,EUR,FSX,Germany,Common
1YL,Prosus N.V.,EUR,FSX,Germany,Common
1YM,"Maruwa Unyu Kikan Co.,Ltd.",EUR,FSX,Germany,Common
1YN,"YETI Holdings, Inc.",EUR,FSX,Germany,Common
1YO,Yangtze Optical Fibre And Cable Joint Stock Limited Company,EUR,FSX,Germany,Common
1YS,Stillfront Group AB (publ),EUR,FSX,Germany,Common
1YX,Yixin Group Limited,EUR,FSX,Germany,Common
1YZ,Savills plc,EUR,FSX,Germany,Common
1Z5,Perspecta Inc,EUR,FSX,Germany,Common Stock
1ZB,Bloom Energy Corporation,EUR,FSX,Germany,Common
1ZL,Zai Lab Limited,EUR,FSX,Germany,Common
1ZM,Hirata Corporation,EUR,FSX,Germany,Common
1ZO,ZhongAn Online P&C Insurance Co Ltd,EUR,FSX,Germany,Common Stock
1ZQ,PZ Cussons Plc,EUR,FSX,Germany,Common
1ZU,"The Pennant Group, Inc.",EUR,FSX,Germany,Common
2020,2020 Bulkers Ltd,NOK,OSE,Norway,Common Stock
203,Nobina AB (publ),EUR,FSX,Germany,Common
206G,"Huatai Securities Co., Ltd.",EUR,FSX,Germany,Common
206H,"Huatai Securities Co., Ltd.",EUR,FSX,Germany,Common
20MICRONS,20 Microns Limited,INR,NSE,India,EQUITY
20MICRONS,20 Microns Limited,INR,BSE,India,EQUITY
20MICRONS,20 Microns Limited,INR,BSE,India,EQUITY
20Q,Aurania Resources Ltd.,EUR,FSX,Germany,Common
20V,National Beverage Corp,EUR,FSX,Germany,Common Stock
20Y,Data#3 Ltd,EUR,FSX,Germany,Common Stock
213,Vow ASA,EUR,FSX,Germany,Common Stock
217A,"21Vianet Group, Inc.",EUR,FSX,Germany,Common
21C,"Central China Securities Co., Ltd.",EUR,FSX,Germany,Common
21E,Elior Group S.A.,EUR,FSX,Germany,Common
21J,Jounce Therapeutics Inc,EUR,FSX,Germany,Common Stock
21L,Alphamin Resources Corp,EUR,FSX,Germany,Common Stock
21P1,Aurora Cannabis Inc,EUR,FSX,Germany,Common Stock
21S1,Spirit Realty Capital Inc,EUR,FSX,Germany,Real Estate Investment Trust (REIT)
21STCENMGM,21ST CENTURY MANAG,INR,NSE,India,EQUITY
21STCENMGM,21ST CENTURY MANAG,INR,NSE,India,EQUITY
21T,Bodycote plc,EUR,FSX,Germany,Common
21W,Redde Northgate plc,EUR,FSX,Germany,Common
22L,"Del Taco Restaurants, Inc.",EUR,FSX,Germany,Common
22P,PennantPark Floating Rate Capital Ltd.,EUR,FSX,Germany,Common
22R1,ContraFect Corp,EUR,FSX,Germany,Common Stock
22UA,BioNTech SE,EUR,FSX,Germany,American Depositary Receipt
22Z,Zealand Pharma A-S,EUR,FSX,Germany,Common Stock
22ZA,Zealand Pharma A/S,EUR,FSX,Germany,Common
23I,"Intra-Cellular Therapies, Inc.",EUR,FSX,Germany,Common
23M,"MobileIron, Inc.",EUR,FSX,Germany,Common
23O,Bubs Australia Limited,EUR,FSX,Germany,Common
23U,Bushveld Minerals Limited,EUR,FSX,Germany,Common
241A,"Centennial Resource Development, Inc.",EUR,FSX,Germany,Common
24H,Hansa Biopharma AB (publ),EUR,FSX,Germany,Common
24STOR,24Storage AB,SEK,OMX,Sweden,Common Stock
24T,Tobii AB (publ),EUR,FSX,Germany,Common
24V,Vestjysk Bank A/S,EUR,FSX,Germany,Common
24Y,BrainChip Holdings Ltd,EUR,FSX,Germany,Common
256,Azure Power Global Limited,EUR,FSX,Germany,Common
25E,Elan Corporation,EUR,FSX,Germany,Common
25F,"Haverty Furniture Companies, Inc.",EUR,FSX,Germany,Common
25K,Karyopharm Therapeutics Inc.,EUR,FSX,Germany,Common
25W,Winpak Ltd.,EUR,FSX,Germany,Common
25X,"SPX FLOW, Inc.",EUR,FSX,Germany,Common
26C,"NantKwest, Inc.",EUR,FSX,Germany,Common
26E,Estia Health Limited,EUR,FSX,Germany,Common
26F,"Foundation Building Materials, Inc.",EUR,FSX,Germany,Common
26M,"Mirati Therapeutics, Inc.",EUR,FSX,Germany,Common
26P,Pfenex Inc.,EUR,FSX,Germany,Common
26R,The RMR Group Inc.,EUR,FSX,Germany,Common
26X,Dexin China Holdings Company Limited,EUR,FSX,Germany,Common
276,Sif Holding N.V.,EUR,FSX,Germany,Common
27A,"ALPEK, S.A.B. de C.V.",EUR,FSX,Germany,Common
27E,"Enova International, Inc.",EUR,FSX,Germany,Common
27F,"Kala Pharmaceuticals, Inc.",EUR,FSX,Germany,Common
27J,"Impinj, Inc.",EUR,FSX,Germany,Common
27K,Kangda International Environmental Company Limited,EUR,FSX,Germany,Common
27MA,Melrose Industries PLC,EUR,FSX,Germany,Common Stock
27P,Pact Group Holdings Ltd,EUR,FSX,Germany,Common
27R,RaySearch Laboratories AB (publ),EUR,FSX,Germany,Common
27V,Avantium N.V.,EUR,FSX,Germany,Common
27W,PowerCell Sweden AB,EUR,FSX,Germany,Common Stock
27Z,HighPoint Resources Corporation,EUR,Munich,Germany,Common
280,Aritzia Inc.,EUR,FSX,Germany,Common
288,Veritiv Corp,EUR,FSX,Germany,Common Stock
28Q,Altia Oyj,EUR,FSX,Germany,Common
28T,TopBuild Corp.,EUR,FSX,Germany,Common
28Y,High Liner Foods Incorporated,EUR,FSX,Germany,Common
290,Aduro Biotech Inc,EUR,FSX,Germany,Common Stock
293,MGM Growth Properties LLC,EUR,FSX,Germany,Common
299A,BEST Inc.,EUR,FSX,Germany,Common
29A,"Amphastar Pharmaceuticals, Inc.",EUR,FSX,Germany,Common
29B,Bufab AB (publ),EUR,FSX,Germany,Common
29I,ITAB Shop Concept AB (publ),EUR,FSX,Germany,Common
29K,Dfds A-S,EUR,FSX,Germany,Common Stock
29T,"TherapeuticsMD, Inc.",EUR,FSX,Germany,Common
2A41,Aktia Pankki Oyj,EUR,FSX,Germany,Common
2A6,Afterpay Ltd,EUR,FSX,Germany,Common Stock
2AE,Aecon Group Inc.,EUR,Munich,Germany,Common
2AE,Aecon Group Inc.,EUR,FSX,Germany,Common
2AR1,"ARMOUR Residential REIT, Inc.",EUR,FSX,Germany,Common
2B3,"Xeris Pharmaceuticals, Inc.",EUR,FSX,Germany,Common
2B3,"Xeris Pharmaceuticals, Inc.",EUR,Munich,Germany,Common
2B4,Bonesupport Holding AB (publ),EUR,FSX,Germany,Common
2B5,BAIC Motor Corp Ltd,EUR,FSX,Germany,Common Stock
2B6,BAIOO Family Interactive Limited,EUR,FSX,Germany,Common
2B9,BrightSphere Investment Group Inc.,EUR,FSX,Germany,Common
2BF,Banca Farmafactoring S.p.A.,EUR,FSX,Germany,Common
2BH,HCA Healthcare Inc,EUR,Munich,Germany,Common Stock
2BH,HCA Healthcare Inc,EUR,FSX,Germany,Common Stock
2BL,Billion Industrial Holdings Limited,EUR,FSX,Germany,Common
2BQ,GHP Specialty Care AB (publ),EUR,FSX,Germany,Common
2BU,Bumitama Agri Ltd.,EUR,FSX,Germany,Common
2BV,Brightcove Inc.,EUR,FSX,Germany,Common
2BZA,Baozun Inc,EUR,FSX,Germany,American Depositary Receipt
2C0,Coupa Software Incorporated,EUR,FSX,Germany,Common
2C6,"China Development Bank Financial Leasing Co., Ltd.",EUR,FSX,Germany,Common
2CB,"Calithera Biosciences, Inc.",EUR,FSX,Germany,Common
2CDA,"Controladora Vuela Compa��a de Aviaci�n, S.A.B. de C.V.",EUR,FSX,Germany,Common
2CF,"The Chefs' Warehouse, Inc.",EUR,FSX,Germany,Common
2CH,"China Biologic Products Holdings, Inc.",EUR,FSX,Germany,Common
2CJ,"Kyushu Electric Power Company, Incorporated",EUR,FSX,Germany,Common
2CK,CK Hutchison Holdings Ltd,EUR,FSX,Germany,Common Stock
2CKA,CK Hutchison Holdings Limited,EUR,FSX,Germany,Common
2CL,"BridgeBio Pharma, Inc.",EUR,FSX,Germany,Common
2CP,Capital Power Corporation,EUR,FSX,Germany,Common
2CRSI,2CRSI SA,EUR,Euronext,France,Common Stock
2CS,China Silver Group Limited,EUR,FSX,Germany,Common
2CU,Chemours Co-The,EUR,FSX,Germany,Common Stock
2CUREX,2cureX AB,SEK,OMX,Sweden,Common Stock
2CV,Convatec Group Plc,EUR,FSX,Germany,Common
2CVU,Convatec Group Plc,EUR,FSX,Germany,Common
2CW1,CanWel Building Materials Group Ltd.,EUR,FSX,Germany,Common
2CX,"ChemoCentryx, Inc.",EUR,FSX,Germany,Common
2D5,Credit Acceptance Corporation,EUR,FSX,Germany,Common
2D7,Beazley plc,EUR,FSX,Germany,Common
2DB,Dunkin'' Brands Group Inc,EUR,FSX,Germany,Common Stock
2DG,Sivers IMA Holding AB (publ),EUR,FSX,Germany,Common
2DJ,"DYNAM JAPAN HOLDINGS Co., Ltd.",EUR,FSX,Germany,Common
2DN,Concentric AB (publ),EUR,FSX,Germany,Common
2DO,La Doria S.p.A.,EUR,FSX,Germany,Common
2DQ,"ASE Technology Holding Co., Ltd.",EUR,FSX,Germany,Common
2DR,Inspire Medical Systems Inc,EUR,FSX,Germany,Common Stock
2DT,"Amneal Pharmaceuticals, Inc.",EUR,FSX,Germany,Common
2DU,Duni AB (publ),EUR,FSX,Germany,Common
2E5,China Energy Engineering Corporation Limited,EUR,FSX,Germany,Common
2E7,Everbridge Inc,EUR,FSX,Germany,Common Stock
2E9,Intervacc AB (publ),EUR,FSX,Germany,Common
2EC,Team17 Group PLC,EUR,FSX,Germany,Common
2ED,SolarEdge Technologies Inc,EUR,FSX,Germany,Common Stock
2EI,MGI Digital Technology Soci�t� Anonyme,EUR,FSX,Germany,Common
2EM,Ergomed plc,EUR,XETR,Germany,Common
2EM,Ergomed plc,EUR,FSX,Germany,Common
2EN,Entra ASA,EUR,FSX,Germany,Common
2EQ,Equiniti Group plc,EUR,FSX,Germany,Common
2ER,"Eldorado Resorts, Inc.",EUR,FSX,Germany,Common
2ES,Nordic Waterproofing Holding A/S,EUR,FSX,Germany,Common
2EV,"EVERTEC, Inc.",EUR,FSX,Germany,Common
2EX,The ExOne Company,EUR,FSX,Germany,Common
2EZ,ECN Capital Corp.,EUR,FSX,Germany,Common
2F0,AB Fagerhult,EUR,FSX,Germany,Common
2F5,BiondVax Pharmaceuticals Ltd.,EUR,FSX,Germany,Common
2F7,"John Wiley & Sons, Inc.",EUR,FSX,Germany,Common
2FB,Fortune Brands Home & Security Inc,EUR,FSX,Germany,Common Stock
2FC,Filo Mining Corp.,EUR,FSX,Germany,Common
2FE,Ferrari N.V.,EUR,XETR,Germany,Common
2FE,Ferrari N.V.,EUR,FSX,Germany,Common
2FI,Fiat Chrysler Automobiles N.V.,EUR,XETR,Germany,Common
2FI,Fiat Chrysler Automobiles N.V.,EUR,FSX,Germany,Common
2FQ,Quilter PLC,EUR,FSX,Germany,Common Stock
2G0,Sushiro Global Holdings Ltd.,EUR,FSX,Germany,Common
2G1,Green Brick Partners Inc,EUR,FSX,Germany,Common Stock
2G2,Globant SA,EUR,FSX,Germany,Common Stock
2G3,Groupe Gorg� SA,EUR,FSX,Germany,Common
2G5,GoCo Group plc,EUR,FSX,Germany,Common
2G6,"GTT Communications, Inc.",EUR,FSX,Germany,Common
2G8,"American National Group, Inc.",EUR,FSX,Germany,Common
2GB,2G Energy AG,EUR,FSX,Germany,Common Stock
2GB,2G Energy AG,EUR,XETR,Germany,Common Stock
2GCB,"Grupo Comercial Chedraui, S.A.B. de C.V.",EUR,FSX,Germany,Common
2GE,Genworth MI Canada Inc.,EUR,FSX,Germany,Common
2GH,Merus NV,EUR,FSX,Germany,Common Stock
2GL,"Gaming and Leisure Properties, Inc.",EUR,FSX,Germany,Common
2GP,Alimak Group AB (publ),EUR,FSX,Germany,Common
2GW,"Great Western Bancorp, Inc.",EUR,FSX,Germany,Common
2GX,"Stoneridge, Inc.",EUR,FSX,Germany,Common
2H0,"Exicure, Inc.",EUR,FSX,Germany,Common
2H2A,Two Harbors Investment Corp.,EUR,FSX,Germany,Common
2H2A,Two Harbors Investment Corp.,EUR,Munich,Germany,Common
2H4,Hollywood Bowl Group plc,EUR,FSX,Germany,Common
2H6,Horizon Global Corporation,EUR,FSX,Germany,Common
2HD,Horizon Discovery Group plc,EUR,FSX,Germany,Common
2HE,HealthEquity Inc,EUR,FSX,Germany,Common Stock
2HK,HKBN Ltd.,EUR,FSX,Germany,Common
2HL,"Houlihan Lokey, Inc.",EUR,FSX,Germany,Common
2HM,Hummingbird Resources PLC,EUR,FSX,Germany,Common
2HP,Hewlett Packard Enterprise Co,EUR,FSX,Germany,Common Stock
2HQ,Tilray Inc,EUR,XETR,Germany,Common Stock
2HQ,Tilray Inc,EUR,FSX,Germany,Common Stock
2HRA,H&R GmbH & Co KGaA,EUR,XETR,Germany,Common Stock
2HRA,H&R GmbH & Co KGaA,EUR,FSX,Germany,Common Stock
2HX,Hexagon Composites ASA,EUR,FSX,Germany,Common Stock
2I5,Ibstock plc,EUR,FSX,Germany,Common
2IE,"Infraestructura Energ�tica Nova, S.A.B. de C.V.",EUR,FSX,Germany,Common
2II,ITT Inc,EUR,FSX,Germany,Common Stock
2IL,"Installed Building Products, Inc.",EUR,FSX,Germany,Common
2IP,Inter Pipeline Ltd,EUR,FSX,Germany,Common Stock
2IS,Trane Technologies PLC,EUR,FSX,Germany,Common Stock
2IVA,Indivior PLC,EUR,FSX,Germany,Common
2J2,FB Financial Corporation,EUR,FSX,Germany,Common
2JD,Maxar Technologies Inc.,EUR,FSX,Germany,Common
2JE,Focus Financial Partners Inc.,EUR,FSX,Germany,Common
2JI,"Bank of Jinzhou Co., Ltd.",EUR,FSX,Germany,Common
2JJ,Jilin Jiutai Rural Commercial Bank Corporation Limited,EUR,FSX,Germany,Common
2JM,Nyfosa AB (publ),EUR,FSX,Germany,Common
2JT,Falcon Minerals Corporation,EUR,FSX,Germany,Common
2JW,Jamieson Wellness Inc.,EUR,FSX,Germany,Common
2K1,Principia Biopharma Inc.,EUR,FSX,Germany,Common
2K3,"SI-BONE, Inc.",EUR,Munich,Germany,Common
2K3,"SI-BONE, Inc.",EUR,FSX,Germany,Common
2K7,TCR2 Therapeutics Inc.,EUR,FSX,Germany,Common
2K7,TCR2 Therapeutics Inc.,EUR,Munich,Germany,Common
2K9,SVMK Inc.,EUR,FSX,Germany,Common
2KD,Kinder Morgan Inc-DE,EUR,FSX,Germany,Common Stock
2KE,Kelt Exploration Ltd.,EUR,FSX,Germany,Common
2KH,Red Violet Inc,EUR,FSX,Germany,Common Stock
2KS,Old Mutual Ltd,EUR,FSX,Germany,Common Stock
2KT,"Konoike Transport Co., Ltd.",EUR,FSX,Germany,Common
2KZ,"Kezar Life Sciences, Inc.",EUR,FSX,Germany,Common
2L2,Limoneira Company,EUR,FSX,Germany,Common
2L4,Galway Metals Inc.,EUR,FSX,Germany,Common
2L9,Blueprint Medicines Corporation,EUR,FSX,Germany,Common
2LB,"Iovance Biotherapeutics, Inc.",EUR,FSX,Germany,Common
2LC,Luceco plc,EUR,FSX,Germany,Common
2LJ,Axactor SE,EUR,FSX,Germany,Common Stock
2LS,Siloam International Hospitals Tbk PT,EUR,FSX,Germany,Common Stock
2M6,Medtronic PLC,EUR,XETR,Germany,Common Stock
2M6,Medtronic PLC,EUR,FSX,Germany,Common Stock
2M7C,China Medical System Holdings Limited,EUR,FSX,Germany,Common
2MD,"Model N, Inc.",EUR,FSX,Germany,Common
2MI,Medica Group Plc,EUR,FSX,Germany,Common
2MT,"Athenex, Inc.",EUR,FSX,Germany,Common
2MW,"METAWATER Co., Ltd.",EUR,FSX,Germany,Common
2N2A,"Gannett Co., Inc.",EUR,FSX,Germany,Common
2N3,LNA Sant� SA,EUR,FSX,Germany,Common
2N8,"Global Net Lease, Inc.",EUR,FSX,Germany,Common
2N9,JTC PLC,EUR,FSX,Germany,Common
2NI,Intertape Polymer Group Inc.,EUR,FSX,Germany,Common
2NJ,Covetrus Inc,EUR,FSX,Germany,Common Stock
2NN,NN Group N.V.,EUR,FSX,Germany,Common
2NR,"New Relic, Inc.",EUR,FSX,Germany,Common
2NX,NEXTDC Limited,EUR,FSX,Germany,Common
2OB,Oncolys BioPharma Inc.,EUR,FSX,Germany,Common
2OF,Coles Group Limited,EUR,FSX,Germany,Common
2OK,SpectraCure AB (publ),EUR,FSX,Germany,Common
2ON,Peloton Interactive Inc,EUR,FSX,Germany,Common Stock
2OS,OneSavings Bank Plc,EUR,FSX,Germany,Common
2OW,"Silk Road Medical, Inc",EUR,FSX,Germany,Common
2OX,"Goosehead Insurance, Inc",EUR,FSX,Germany,Common
2OY,Dow Inc.,EUR,FSX,Germany,Common
2OZ,Tuscan Holdings Corp.,EUR,FSX,Germany,Common
2P1,Greenyard NV,EUR,FSX,Germany,Common
2PG,ProPetro Holding Corp.,EUR,FSX,Germany,Common
2PI,Pirelli & C. S.p.A.,EUR,FSX,Germany,Common
2PO,Post Holdings Inc,EUR,FSX,Germany,Common Stock
2PP,PayPal Holdings Inc,EUR,FSX,Germany,Common Stock
2PP,PayPal Holdings Inc,EUR,XETR,Germany,Common Stock
2PQ,Organogenesis Holdings Inc.,EUR,FSX,Germany,Common
2PR3,Pruksa Holding Public Company Limited,EUR,FSX,Germany,Common
2PW,Hazama Ando Corporation,EUR,FSX,Germany,Common
2Q9,Temple & Webster Group Ltd,EUR,FSX,Germany,Common
2QF,Qinqin Foodstuffs Group (Cayman) Company Limited,EUR,FSX,Germany,Common
2QK,Scholar Rock Holding Corporation,EUR,FSX,Germany,Common
2QO,Qorvo Inc,EUR,FSX,Germany,Common Stock
2QT,QT Group Oyj,EUR,FSX,Germany,Common Stock
2R3,"Reata Pharmaceuticals, Inc.",EUR,FSX,Germany,Common
2R8,Ritchie Bros Auctioneers Inc,EUR,FSX,Germany,Common Stock
2RC,Credit Corp Group Limited,EUR,FSX,Germany,Common
2RC,Credit Corp Group Limited,EUR,Munich,Germany,Common
2RG,Europris ASA,EUR,FSX,Germany,Common
2RH,RedHill Biopharma Ltd.,EUR,FSX,Germany,Common
2RM,"RE/MAX Holdings, Inc.",EUR,FSX,Germany,Common
2RR,Alibaba Group Holding Ltd,EUR,FSX,Germany,Common Stock
2S0,Sats ASA,EUR,FSX,Germany,Common
2S1,AirBoss of America Corp.,EUR,FSX,Germany,Common
2S8,Saga plc,EUR,FSX,Germany,Common
2SA,Salmones Camanchaca S.A.,EUR,FSX,Germany,Common
2SF,SpareBank 1 �stlandet,EUR,FSX,Germany,Common
2SI,Stifel Financial Corp,EUR,FSX,Germany,Common Stock
2SX,scPharmaceuticals Inc.,EUR,FSX,Germany,Common
2T3,Safehold Inc.,EUR,FSX,Germany,Common
2T9A,Trainline Plc,EUR,FSX,Germany,Common
2TG,STERIS plc,EUR,FSX,Germany,Common
2TJ,Tejon Ranch Co.,EUR,FSX,Germany,Common
2TQ,"Brigham Minerals, Inc.",EUR,FSX,Germany,Common
2TS,"Tile Shop Holdings, Inc.",EUR,FSX,Germany,Common
2TY,PagerDuty Inc,EUR,FSX,Germany,Common Stock
2U1,"2U, Inc.",EUR,FSX,Germany,Common
2U2,UBM Development AG,EUR,FSX,Germany,Common
2U4,HICL Infrastructure PLC,EUR,FSX,Germany,Common
2UA,Auto Trader Group plc,EUR,FSX,Germany,Common
2UC,"Chicken Soup for the Soul Entertainment, Inc.",EUR,FSX,Germany,Common
2UH,ANGI Homeservices Inc.,EUR,FSX,Germany,Common
2US,"NextCure, Inc.",EUR,FSX,Germany,Common
2US,"NextCure, Inc.",EUR,Munich,Germany,Common
2UV,Applied Therapeutics Inc,EUR,FSX,Germany,Common Stock
2V3,VPower Group International Holdings Limited,EUR,FSX,Germany,Common
2V8,Opera Ltd,EUR,FSX,Germany,American Depositary Receipt
2VB,"Provention Bio, Inc.",EUR,FSX,Germany,Common
2VI,"Arlo Technologies, Inc.",EUR,FSX,Germany,Common
2VJ,Ascletis Pharma Inc.,EUR,FSX,Germany,Common
2VN,Biohaven Pharmaceutical Holding Company Ltd.,EUR,FSX,Germany,Common
2VO,Valmet Oyj,EUR,FSX,Germany,Common
2VS,Verastem Inc,EUR,FSX,Germany,Common Stock
2WBA,Weibo Corp,EUR,FSX,Germany,American Depositary Receipt
2WGA,Woori Financial Group Inc.,EUR,FSX,Germany,Common
2WSA,Wavestone SA,EUR,FSX,Germany,Common
2WY,"Wyndham Hotels & Resorts, Inc.",EUR,FSX,Germany,Common
2WZ,"O-I Glass, Inc.",EUR,FSX,Germany,Common
2X0,Corteva Inc,EUR,FSX,Germany,Common Stock
2X1,ABIVAX Soci�t� Anonyme,EUR,FSX,Germany,Common
2X6,"pdvWireless, Inc.",EUR,FSX,Germany,Common
2X7,OrthoPediatrics Corp.,EUR,FSX,Germany,Common
2XA,AA plc,EUR,FSX,Germany,Common
2XT,DXC Technology Co,EUR,FSX,Germany,Common Stock
2XX,XXL ASA,EUR,FSX,Germany,Common
2XY,SciPlay Corporation,EUR,FSX,Germany,Common
2Y5,Endava plc,EUR,FSX,Germany,Common
2Y7,Fastly Inc,EUR,FSX,Germany,Common Stock
2YE,"EVI Industries, Inc.",EUR,FSX,Germany,Common
2YO,"Press Kogyo Co., Ltd.",EUR,FSX,Germany,Common
2YP,"Health Catalyst, Inc.",EUR,FSX,Germany,Common
2YU,China Yuhua Education Corp Ltd,EUR,FSX,Germany,Common Stock
2ZC,Cadiz Inc.,EUR,FSX,Germany,Common
2ZI,"Eagle Bancorp, Inc.",EUR,FSX,Germany,Common
2ZP,Avio S.p.A.,EUR,FSX,Germany,Common
2ZU,"Zuora, Inc.",EUR,FSX,Germany,Common
2ZU,"Zuora, Inc.",EUR,Munich,Germany,Common
300,"Kenedix, Inc.",EUR,FSX,Germany,Common
305,Recipe Unlimited Corporation,EUR,FSX,Germany,Common
307,Shopify Inc,EUR,FSX,Germany,Common Stock
30E,"Envestnet, Inc.",EUR,FSX,Germany,Common
30J,"IDEAYA Biosciences, Inc.",EUR,FSX,Germany,Common
30L3,Solutions 30 SE,EUR,FSX,Germany,Common
30O,"OncoTherapy Science, Inc.",EUR,FSX,Germany,Common
