symbol,name,currency,exchange,country,type
REOP,"Reo Plastics, Inc.",USD,OTC,United States,Common Stock
REOS,ReoStar Energy Corp.,USD,OTC,United States,Common Stock
REP,Repsol SA,EUR,FSX,Germany,Common Stock
REP,Repsol SA,EUR,XETR,Germany,Common Stock
REPA,"Repsol, S.A.",EUR,XETR,Germany,Common
REPA,"Repsol, S.A.",EUR,FSX,Germany,Common
REPCF,RepliCel Life Sciences Inc.,USD,OTC,United States,Common Stock
REPCOHOME,Repco Home Finance Limited,INR,NSE,India,EQUITY
REPCOHOME,Repco Home Finance Limited,INR,BSE,India,EQUITY
REPCOHOME,REPCO HOME FIN LTD,INR,NSE,India,EQUITY
REPH,Recro Pharma Inc,USD,NASDAQ,United States,Common Stock
REPL,Replimune Group Inc,USD,NASDAQ,United States,Common Stock
REPL.SM,RUDRABHISHEK ENTER,INR,NSE,India,EQUITY
REPO,National Asset Recovery Corp.,USD,OTC,United States,Common Stock
REPRO,Repro India Limited,INR,BSE,India,EQUITY
REPRO,Repro India Limited,INR,BSE,India,EQUITY
REPRO,Repro India Limited,INR,NSE,India,EQUITY
REPYF,Repsol S.A.,USD,OTC,United States,Common Stock
REPYY,Repsol S.A.,USD,OTC,United States,American Depositary Receipt
RER1,Recordati Industria Chimica e Farmaceutica S.p.A.,EUR,FSX,Germany,Common
RES,RPC Inc,USD,NYSE,United States,Common Stock
RESCU,Rescap Liquidating Trust,USD,OTC,United States,Unit
RESI,Residential Secure Income PLC,GBP,LSE,United Kingdom,Real Estate Investment Trust (REIT)
RESI,Front Yard Residential Corp,USD,NYSE,United States,Real Estate Investment Trust (REIT)
RESN,Resonant Inc,USD,NASDAQ,United States,Common Stock
RESONANCE,Resonance Specialties Limited,INR,BSE,India,EQUITY
RESPONIND,Responsive Industries Limited,INR,NSE,India,EQUITY
RESPONIND,Responsive Industries Limited,INR,BSE,India,EQUITY
RESPONIND,Responsive Industries Limited,INR,BSE,India,EQUITY
RESPONIND,Responsive Industries Limited,INR,BSE,India,EQUITY
RESS,"Renewable Energy Solution Systems, Inc.",USD,OTC,United States,Common Stock
RESTILE,Restile Ceramics Limited,INR,BSE,India,EQUITY
RESTILE,Restile Ceramics Limited,INR,BSE,India,EQUITY
RESURS,Resurs Holding AB,SEK,OMX,Sweden,Common Stock
RESY,"Reconditioned Systems, Inc.",USD,OTC,United States,Common Stock
RET,Reitmans Canada Ltd,CAD,TSX,Canada,Common Stock
RETA,Reata Pharmaceuticals Inc,USD,NASDAQ,United States,Common Stock
RET.A,Reitmans Canada Ltd,CAD,TSX,Canada,Common Stock
RETC,12 Retech Corporation,USD,OTC,United States,Common Stock
RETO,Reto Eco-solutions Inc,USD,NASDAQ,United States,Common Stock
REU1,Reunert Ltd,EUR,FSX,Germany,Common Stock
REV,Revlon Inc,USD,NYSE,United States,Common Stock
REVATHI,Revathi Equipment Limited,INR,NSE,India,EQUITY
REVATHI,Revathi Equipment Limited,INR,BSE,India,EQUITY
REVATHI,REVATHI EQUIPMENT,INR,NSE,India,EQUITY
REVG,REV Group Inc,USD,NYSE,United States,Common Stock
REVO,Revolugroup Canada Inc,CAD,TSXV,Canada,Common Stock
REW,Renishaw plc,EUR,FSX,Germany,Common
REX,Orex Minerals Inc,CAD,TSXV,Canada,Common Stock
REX,REX American Resources Corp,USD,NYSE,United States,Common Stock
REXN,Rexahn Pharmaceuticals Inc,USD,NASDAQ,United States,Common Stock
REXNORD,Rexnord Electronics and Controls Limited,INR,BSE,India,EQUITY
REXNORD,Rexnord Electronics and Controls Limited,INR,BSE,India,EQUITY
REXR,Rexford Industrial Realty Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
REXR-A,Rexford Industrial Realty Inc,USD,NYSE,United States,Preferred Stock
REXR-B,Rexford Industrial Realty Inc,USD,NYSE,United States,Preferred Stock
REXR-C,Rexford Industrial Realty Inc,USD,NYSE,United States,Preferred Stock
REYN,Reynolds Consumer Products Inc,USD,NASDAQ,United States,Common Stock
REZI,Resideo Technologies Inc,USD,NYSE,United States,Common Stock
REZZF,Global Battery Metals Ltd.,USD,OTC,United States,Common Stock
RF,Regions Financial Corp,USD,NYSE,United States,Common Stock
RF,Eurazeo SE,EUR,Euronext,France,Common Stock
RF6,CBRE Group Inc,EUR,FSX,Germany,Common Stock
RF-A,Regions Financial Corp,USD,NYSE,United States,Preferred Stock
RF-B,Regions Financial Corp,USD,NYSE,United States,Preferred Stock
RFBC,Romana Food Brands Corp.,USD,OTC,United States,Common Stock
RFC,Rifco Inc,CAD,TSXV,Canada,Common Stock
RF-C,Regions Financial Corp,USD,NYSE,United States,Preferred Stock
RFCS,"Refocus Group, Inc.",USD,OTC,United States,Common Stock
RFI,Cohen & Steers Total Return Realty Fund Inc,USD,NYSE,United States,Closed-end Fund
RFII,"Rain Forest International, Inc.",USD,OTC,United States,Common Stock
RFIL,RF Industries Ltd,USD,NASDAQ,United States,Common Stock
RFIVF,Resource Finance & Investment Ltd.,USD,OTC,United States,Common Stock
RFL,Rafael Holdings Inc,USD,NYSE,United States,Common Stock
RFL,Rafael Holdings Inc,USD,NYSE,United States,Common Stock
RFLXF,Redflex Holdings Ltd.,USD,OTC,United States,Common Stock
RFM,RiverNorth Flexible Municipal Income Fund Inc,USD,NYSE,United States,Common Stock
RFMK,"Rapid Fire Marketing, Inc.",USD,OTC,United States,Common Stock
RFNS,Reliant Financial Service Corp.,USD,OTC,United States,Common Stock
RFOF11,Fundo De Investimento Imobiliario RB Capital I Fundo De Fundos,BRL,Bovespa,Brazil,Common
RFP,Resolute Forest Products Inc,CAD,TSX,Canada,Common Stock
RFP,Resolute Forest Products Inc,USD,NYSE,United States,Common Stock
RFR,Renforth Resources Inc,CAD,CNQ,Canada,Common Stock
RFS,Resverlogix Corp.,EUR,FSX,Germany,Common
RFX,Ramsdens Holdings PLC,GBP,LSE,United Kingdom,Common Stock
RFXRF,Running Fox Resource Corp.,USD,OTC,United States,Common Stock
RG,Romios Gold Resources Inc,CAD,TSXV,Canada,Common Stock
RG2A,RusHydro PJSC,EUR,FSX,Germany,American Depositary Receipt
RG3,Royal Gold Inc,EUR,FSX,Germany,Common Stock
RG6,Rogers Corp,EUR,FSX,Germany,Common Stock
RG8,RPS Group plc,EUR,FSX,Germany,Common
RGA,Reinsurance Group of America Inc,USD,NYSE,United States,Common Stock
RGBD,Regional Brands Inc.,USD,OTC,United States,Common Stock
RGBOQ,"ReGen Biologics, Inc.",USD,OTC,United States,Common Stock
RGBP,"Regen Biopharma, Inc.",USD,OTC,United States,Common Stock
RGBPP,"Regen Biopharma, Inc.",USD,OTC,United States,Preferred Stock
RGC,Redstar Gold Corp,CAD,TSXV,Canada,Common Stock
RGCO,RGC Resources Inc,USD,NASDAQ,United States,Common Stock
RGCTF,Redstar Gold Corp.,USD,OTC,United States,Common Stock
RGD,Reunion Gold Corp,CAD,TSXV,Canada,Common Stock
RGDEF,RDX Technologies Corp,USD,OTC,United States,Common Stock
RGDFF,Reunion Gold Corp.,USD,OTC,United States,Common Stock
RGDXQ,"Response Genetics, Inc.",USD,OTC,United States,Common Stock
RGEN,Repligen Corp,USD,NASDAQ,United States,Common Stock
RGH,"RIGHT ON Co., Ltd.",EUR,FSX,Germany,Common
RGI,Regis Corp,EUR,FSX,Germany,Common Stock
RGIN,"Regenicin, Inc.",USD,OTC,United States,Common Stock
RGL,Regional REIT Ltd,GBP,LSE,United Kingdom,Real Estate Investment Trust (REIT)
RGL,Renaissance Global Limited,INR,NSE,India,EQUITY
RGL,RENAISSANCE GLOBAL LIMITED,INR,BSE,India,EQUITY
RGLD,Royal Gold Inc,USD,NASDAQ,United States,Common Stock
RGLG,"UHF Logistics Group, Inc.",USD,OTC,United States,Common Stock
RGLS,Regulus Therapeutics Inc,USD,NASDAQ,United States,Common Stock
RGLXF,RTL Group SA,USD,OTC,United States,Common Stock
RGLXY,RTL Group SA,USD,OTC,United States,American Depositary Receipt
RGM,Regency Mines PLC,GBP,LSE,United Kingdom,Common Stock
RGMP,Regnum Corp.,USD,OTC,United States,Common Stock
RGN,Repligen Corp,EUR,FSX,Germany,Common Stock
RGNP,REIGN RES CORP.,USD,OTC,United States,Common Stock
RGNX,REGENXBIO Inc,USD,NASDAQ,United States,Common Stock
RGO,Regeneron Pharmaceuticals Inc,EUR,FSX,Germany,Common Stock
RGOZF,"Range Energy Resources, Inc.",USD,OTC,United States,Common Stock
RGP,Resources Connection Inc,USD,NASDAQ,United States,Common Stock
RGPB,"Reinsurance Group of America, Incorporated",EUR,FSX,Germany,Common
RGR,Sturm Ruger & Co Inc,USD,NYSE,United States,Common Stock
RGRG,Rio Grana Resources Inc.,USD,OTC,United States,Common Stock
RGRLF,Star Phoenix Group Ltd.,USD,OTC,United States,Common Stock
RGRNF,Regis Resources NL,USD,OTC,United States,Common Stock
RGRX,"RegeneRx Biopharmaceuticals, Inc.",USD,OTC,United States,Common Stock
RGS,Regis Corp,USD,NYSE,United States,Common Stock
RGSEQ,"Real Goods Solar, Inc.",USD,OTC,United States,Common Stock
RGSG,Resources Global Services Group,USD,OTC,United States,Common Stock
RGT,Royce Global Value Trust Inc,USD,NYSE,United States,Closed-end Fund
RGUS,"REGI U.S., Inc.",USD,OTC,United States,Common Stock
RGVNF,Regent Ventures Ltd.,USD,OTC,United States,Common Stock
RGXX,RemeGenix Inc.,USD,OTC,United States,Common Stock
RH,RH,USD,NYSE,United States,Common Stock
RH6B,Regal Hotels International Holdings Limited,EUR,FSX,Germany,Common
RH7,Ryman Healthcare Ltd,EUR,FSX,Germany,Common Stock
RHB,"Craft Brew Alliance, Inc.",EUR,FSX,Germany,Common
RHC,RHC Helium Ltd,CAD,TSXV,Canada,Common Stock
RHCGF,Ryman Healthcare Ltd.,USD,OTC,United States,Common Stock
RHCO,Readen Holding Corp.,USD,OTC,United States,Common Stock
RHDGF,Retail Holdings N.V,USD,OTC,United States,Common Stock
RHE,Regional Health Properties Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
RHE-A,Regional Health Properties Inc,USD,NYSE,United States,Preferred Stock
RHEAG,Rhea Girisim Sermayesi Yatirim Ortakligi A.S.,TRY,BIST,Turkey,Common
RHF,RHI Magnesita N.V.,EUR,FSX,Germany,Common
RHFL,Reliance Home Finance Limited,INR,NSE,India,EQUITY
RHHBF,Roche Holding Ltd,USD,OTC,United States,Common Stock
RHHBY,Roche Holding Ltd,USD,OTC,United States,American Depositary Receipt
RHHNF,International Battery Metals Ltd.,USD,OTC,United States,Common Stock
RHHVF,Roche Holding Ltd,USD,OTC,United States,Right
RHI,Robert Half International Inc,USD,NYSE,United States,Common Stock
RHIM,Rhi Magnesita NV,GBP,LSE,United Kingdom,Common Stock
RHJ,Robert Half International Inc,EUR,FSX,Germany,Common Stock
RHK,RHOEN-KLINIKUM AG,EUR,XETR,Germany,Common Stock
RHK,RHOEN-KLINIKUM AG,EUR,FSX,Germany,Common Stock
RHKJF,Rhoen Klinikum AG,USD,OTC,United States,Common Stock
RHKU,RH�N-KLINIKUM Aktiengesellschaft,EUR,FSX,Germany,Common
RHM,Rheinmetall AG,EUR,FSX,Germany,Common Stock
RHM,Rheinmetall AG,EUR,XETR,Germany,Common Stock
RHNO,Rhino Resource Partners LP,USD,OTC,United States,Unit
RHO6,Roche Holding AG,EUR,FSX,Germany,American Depositary Receipt
RHP,Ryman Hospitality Properties Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
RHT,Reliq Health Technologies Inc,CAD,TSXV,Canada,Common Stock
RHUHF,Richelieu Hardware Ltd.,USD,OTC,United States,Common Stock
RHWI,"Riverhawk Aviation, Inc.",USD,OTC,United States,Common Stock
RI,Pernod Ricard SA,EUR,Euronext,France,Common Stock
RI1,BlackBerry Ltd,EUR,FSX,Germany,Common Stock
RI2A,Rigel Pharmaceuticals Inc,EUR,FSX,Germany,Common Stock
RI6,Ridley Corporation Limited,EUR,FSX,Germany,Common
RI9,The Reject Shop Limited,EUR,FSX,Germany,Common
RIAS.B,RIAS A/S,DKK,OMXC,Denmark,Common
RIB,Riber SA,EUR,Euronext,France,Common Stock
RIB,Riber SA,EUR,XETR,Germany,Common Stock
RIB,Riber SA,EUR,FSX,Germany,Common Stock
RIBATEX,Riba Textiles Limited,INR,BSE,India,EQUITY
RIBATEX,Riba Textiles Limited,INR,BSE,India,EQUITY
RIBS,"Southern Concepts Restaurant Group, Inc.",USD,OTC,United States,Common Stock
RIBT,RiceBran Technologies,USD,NASDAQ,United States,Common Stock
RIBU,RIB Software SE,EUR,FSX,Germany,Common
RIC1,Ricoh Co Ltd,EUR,FSX,Germany,Common Stock
RICA,Ruffer Investment Company Ltd,GBP,LSE,United Kingdom,Closed-end Fund
RICHAIND,Richa Industries Limited,INR,BSE,India,EQUITY
RICHAIND,Richa Industries Limited,INR,BSE,India,EQUITY
RICK,RCI Hospitality Holdings Inc,USD,NASDAQ,United States,Common Stock
RICOAUTO,Rico Auto Industries Limited,INR,NSE,India,EQUITY
RICOAUTO,Rico Auto Industries Limited,INR,BSE,India,EQUITY
RICOY,Ricoh Company Ltd.,USD,OTC,United States,American Depositary Receipt
RIDDHI,Riddhi Siddhi Gluco Biols Limited,INR,BSE,India,EQUITY
RIDDHI,Riddhi Siddhi Gluco Biols Limited,INR,BSE,India,EQUITY
RIF,RMR Real Estate Income Fund,USD,NYSE,United States,Closed-end Fund
RIG,Transocean Ltd,USD,NYSE,United States,Common Stock
RIG2,Richter Gedeon Nyrt,EUR,FSX,Germany,Common Stock
RIGASUG,Riga Sugar Company Limited,INR,BSE,India,EQUITY
RIGG34,Transocean Ltd.,BRL,Bovespa,Brazil,Common
RIGH,"RightSmile, Inc.",USD,OTC,United States,Common Stock
RIGL,Rigel Pharmaceuticals Inc,USD,NASDAQ,United States,Common Stock
RIGMF,Ridgestone Mining Inc.,USD,OTC,United States,Common Stock
RIGP.UN,Canadian Investment Grade Preferred Share Fund,CAD,NEO,Canada,Closed-end Fund
RIHC,Rorine International Holding Corp.,USD,OTC,United States,Common Stock
RIHT,"Rightscorp, Inc.",USD,OTC,United States,Common Stock
RIII,Rights and Issues Investment Trust PLC,GBP,LSE,United Kingdom,Closed-end Fund
RIIL,Reliance Industrial Infrastructure Limited,INR,NSE,India,EQUITY
RIIL,Reliance Industrial Infrastructure Limited,INR,BSE,India,EQUITY
RIIL,Reliance Industrial Infrastructure Limited,INR,BSE,India,EQUITY
RIINF,"Braveheart Resources, Inc.",USD,OTC,United States,Common Stock
RIK,RCI Hospitality Holdings Inc,EUR,FSX,Germany,Common Stock
RILBA,Ringkjoebing Landbobank A-S,DKK,OMXC,Denmark,Common Stock
RILY,B. Riley Financial Inc,USD,NASDAQ,United States,Common Stock
RILYG,B. Riley Financial Inc,USD,NASDAQ,United States,Preferred Stock
RILYI,B. Riley Financial Inc,USD,NASDAQ,United States,Exchange-traded Note
RILYM,B. Riley Financial Inc,USD,NASDAQ,United States,Preferred Stock
RILYN,B. Riley Financial Inc,USD,NASDAQ,United States,Preferred Stock
RILYO,B. Riley Financial Inc,USD,NASDAQ,United States,Preferred Stock
RILYP,B. Riley Financial Inc,USD,NASDAQ,United States,Preferred Stock
RIN,Vilmorin & Cie SA,EUR,Euronext,France,Common Stock
RING,SpareBank 1 Ringerike Hadeland,NOK,OSE,Norway,Common
RINO,RINO International Corp.,USD,OTC,United States,Common Stock
RIO,Rio Tinto PLC,GBP,LSE,United Kingdom,Common Stock
RIO,Rio Tinto PLC,USD,NYSE,United States,Depositary Receipt
RIO,Rio2 Ltd,CAD,TSXV,Canada,Common Stock
RIO1,Rio Tinto PLC,EUR,FSX,Germany,Common Stock
RIO1,Rio Tinto PLC,EUR,FSX,Germany,Common Stock
RIO1,Rio Tinto PLC,EUR,XETR,Germany,Common Stock
RIOA,Rio Tinto PLC,EUR,FSX,Germany,American Depositary Receipt
RIOCF,Riocan Real Estate Investment Trust,USD,OTC,United States,Unit
RIOFF,RIO2 Limited,USD,OTC,United States,Common Stock
RIOT,Riot Blockchain Inc,USD,NASDAQ,United States,Common Stock
RIR,Ruttonsha International Rectifier Ltd.,INR,BSE,India,EQUITY
RIR,Ricardo plc,EUR,FSX,Germany,Common
RIR,Ruttonsha International Rectifier Ltd.,INR,BSE,India,EQUITY
RIR,Ruttonsha International Rectifier Ltd.,INR,BSE,India,EQUITY
RISH,GC Rieber Shipping ASA,NOK,OSE,Norway,Common Stock
RISHDIGA,Rishabh Digha Steel And Allied Products Limited,INR,BSE,India,EQUITY
RISHDIGA,Rishabh Digha Steel And Allied Products Limited,INR,BSE,India,EQUITY
RISHIROOP,Rishiroop Limited,INR,BSE,India,EQUITY
RISHITECH,Rishi Techtex Limited,INR,BSE,India,EQUITY
RISOF,RISO KAGAKU CORP.,USD,OTC,United States,Common Stock
RITCO,Ritco Logistics Limited,INR,BSE,India,EQUITY
RITE,MineralRite Corporation,USD,OTC,United States,Common Stock
RITES,RITES Limited,INR,BSE,India,EQUITY
RITES,RITES Limited,INR,NSE,India,EQUITY
RITESHIN,Ritesh International Ltd,INR,BSE,India,EQUITY
RITESHIN,Ritesh International Ltd,INR,BSE,India,EQUITY
RITT,"RiT Technologies, Ltd.",USD,OTC,United States,Common Stock
RIV,RiverNorth Opportunities Fund Inc,USD,NYSE,United States,Closed-end Fund
RIV,Canopy Rivers Inc,CAD,TSX,Canada,Common Stock
RIV,River & Mercantile Group PLC,GBP,LSE,United Kingdom,Common Stock
RIVE,Riverview Financial Corp,USD,NASDAQ,United States,Common Stock
RIVER.ME,River iGaming p.l.c.,NOK,OSE,Norway,Common
RIVT,Riviera Tool Co.,USD,OTC,United States,Common Stock
RIVX,Rivex Technology Corp.,USD,OTC,United States,Common Stock
RIW,RIWI Corp,CAD,CNQ,Canada,Common Stock
RIY,Riverstone Energy Limited,EUR,FSX,Germany,Common
RJ8,Soci�t� Anonyme des Bains de Mer et du Cercle des �trangers � Monaco,EUR,FSX,Germany,Common
RJA,ELEMENTS Linked to the Rogers International Commodity Index - Agri Tot Return,USD,NYSE,United States,Exchange-traded Note
RJDG,RJD Green Inc.,USD,OTC,United States,Common Stock
RJF,Laboratorio Reig Jofre SA,EUR,FSX,Germany,Common Stock
RJF,Raymond James Financial Inc,USD,NYSE,United States,Common Stock
RJI,ELEMENTS Linked to the Rogers International Commodity Index - Total Return,USD,NYSE,United States,Exchange-traded Note
RJKAF,RJK Explorations Ltd. ,USD,OTC,United States,Common Stock
RJKMRFR,Rajkumar Forge Limited,INR,BSE,India,EQUITY
RJKMRFR,Rajkumar Forge Limited,INR,BSE,India,EQUITY
RJN,ELEMENTS Linked to the Rogers International Commodity Index - Energy To Return,USD,NYSE,United States,Exchange-traded Note
RJN,Strike Energy Ltd,EUR,FSX,Germany,Common Stock
RJX.A,RJK Explorations Ltd,CAD,TSXV,Canada,Common Stock
RJZ,ELEMENTS Linked to the Rogers International Commodity Index - Metals Tot Return,USD,NYSE,United States,Exchange-traded Note
RK,Rockhaven Resources Ltd,CAD,TSXV,Canada,Common Stock
RK8,Prospect Capital Corp,EUR,FSX,Germany,Common Stock
RKAGY,Rhoen Klinikum AG,USD,OTC,United States,American Depositary Receipt
RKD,"Rock Field Co., Ltd.",EUR,FSX,Germany,Common
RKDA,Arcadia Biosciences Inc,USD,NASDAQ,United States,Common Stock
RKDL,Ravi Kumar Distilleries Limited,INR,BSE,India,EQUITY
RKDL,Ravi Kumar Distilleries Limited,INR,NSE,India,EQUITY
RKEC.SM,RKEC PROJECTS LTD,INR,NSE,India,EQUITY
RKET,Rocket Internet SE,EUR,XETR,Germany,Common Stock
RKET,Rocket Internet SE,EUR,FSX,Germany,Common Stock
RKFL,"RocketFuel Blockchain, Inc.",USD,OTC,United States,Common Stock
RKFORGE,Ramkrishna Forgings Limited,INR,BSE,India,EQUITY
RKFORGE,Ramkrishna Forgings Limited,INR,BSE,India,EQUITY
RKFORGE,Ramkrishna Forgings Limited,INR,NSE,India,EQUITY
RKGXF,Road King Infrastructure Ltd.,USD,OTC,United States,Common Stock
RKGXY,Road King Infrastructure Ltd.,USD,OTC,United States,American Depositary Receipt
RKH,Rockhopper Exploration PLC,GBP,LSE,United Kingdom,Common Stock
RKHNF,"Rockhaven Resources, Ltd.",USD,OTC,United States,Common Stock
RKIGF,Reko International Group Inc.,USD,OTC,United States,Common Stock
RKLC,Rockelle Corp.,USD,OTC,United States,Common Stock
RKM,Red 5 Ltd,EUR,FSX,Germany,Common Stock
RKN,Pantoro Limited,EUR,FSX,Germany,Common
RKOS,Arkose Energy Corp.,USD,OTC,United States,Common Stock
RKQ,Regis Resources Ltd,EUR,FSX,Germany,Common Stock
RKR,Rokmaster Resources Corp,CAD,TSXV,Canada,Common Stock
RKS,Rockshield Capital Corp,CAD,CNQ,Canada,Common Stock
RKT,Rocket Cos Inc,USD,NYSE,United States,Common Stock
RKTE,"Reflectkote, Inc.",USD,OTC,United States,Common Stock
RKUNF,Rakuten Inc.,USD,OTC,United States,Common Stock
RKUNY,Rakuten Inc.,USD,OTC,United States,American Depositary Receipt
RKVA,Wesdome Gold Mines Ltd.,EUR,FSX,Germany,Common
RL,Ralph Lauren Corp,USD,NYSE,United States,Common Stock
RL1,RLI Corp.,EUR,FSX,Germany,Common
RL2,"Sumitomo Realty & Development Co., Ltd.",EUR,FSX,Germany,Common
RLAB,Real American Capital Corp.,USD,OTC,United States,Common Stock
RLAINV,Ress Life Investments A/S,EUR,OMXC,Denmark,Common
RLBD,"Real Brands, Inc.",USD,OTC,United States,Common Stock
RLBY,Reliability Inc.,USD,OTC,United States,Common Stock
RLD,RPC Inc,EUR,FSX,Germany,Common Stock
RLF,Longfor Group Holdings Limited,EUR,FSX,Germany,Common
RLFL,Ramchandra Leasing and Finance Limited,INR,BSE,India,EQUITY
RLG,"CoStar Group, Inc.",EUR,FSX,Germany,Common
RLG,West Red Lake Gold Mines Inc,CAD,CNQ,Canada,Common Stock
RLGMF,West Red Lake Gold Mines Inc.,USD,OTC,United States,Common Stock
RLGT,Radiant Logistics Inc,USD,NYSE,United States,Common Stock
RLGY,Realogy Holdings Corp,USD,NYSE,United States,Common Stock
RLH,Red Lion Hotels Corp,USD,NYSE,United States,Common Stock
RLI,RLI Corp-DE,USD,NYSE,United States,Common Stock
RLJ,RLJ Lodging Trust,USD,NYSE,United States,Real Estate Investment Trust (REIT)
RLJ-A,RLJ Lodging Trust,USD,NYSE,United States,Preferred Stock
RLLCF,Rolls Royce Holdings plc,USD,OTC,United States,Preferred Stock
RLLT,Reliant Service Inc,USD,OTC,United States,Common Stock
RLLVF,Relevium Technologies Inc.,USD,OTC,United States,Common Stock
RLLY,"ARC Group, Inc.",USD,OTC,United States,Common Stock
RLMD,Relmada Therapeutics Inc,USD,NASDAQ,United States,Common Stock
RLNIY,Reliance Industries Ltd.,USD,OTC,United States,Common Stock
RLOG3,Cosan Logistica S.A.,BRL,Bovespa,Brazil,Common
RLPHQ,RailPower Technologies Corp.,USD,OTC,United States,Common Stock
RLS,Rollins Inc,EUR,FSX,Germany,Common Stock
RLS,RLS Global AB,SEK,OMX,Sweden,Common Stock
RLTQY,Realtek Semiconductor Corp.,USD,OTC,United States,Common Stock
RLTR,"Reeltime Rentals, Inc.",USD,OTC,United States,Common Stock
RLV,Relevium Technologies Inc,CAD,TSXV,Canada,Common Stock
RLV,RheinLand Holding AG,EUR,XDUS,Germany,Common
RLXXF,RELX PLC,USD,OTC,United States,Common Stock
RLYNF,Rallye S.A.,USD,OTC,United States,Common Stock
RM,Routemaster Capital Inc,CAD,TSXV,Canada,Common Stock
RM,Regional Management Corp,USD,NYSE,United States,Common Stock
RMANF,Roadman Investments Corporation,USD,OTC,United States,Common Stock
RMAX,RE-MAX Holdings Inc,USD,NYSE,United States,Common Stock
RMB,Rambus Inc,EUR,FSX,Germany,Common Stock
RMBHY,RMB Holdings Ltd.,USD,OTC,United States,American Depositary Receipt
RMBI,Richmond Mutual Bancorporation Inc,USD,NASDAQ,United States,Common Stock
RMBL,RumbleON Inc,USD,NASDAQ,United States,Common Stock
RMBS,Rambus Inc,USD,NASDAQ,United States,Common Stock
RMC,R�my Cointreau SA,EUR,FSX,Germany,Common
RMCF,Rocky Mountain Chocolate Factory Inc,USD,NASDAQ,United States,Common Stock
RMCL,Radha Madhav Corporation Limited,INR,BSE,India,EQUITY
RMCL,RADHA MADHAV CORP,INR,NSE,India,EQUITY
RMCL,Radha Madhav Corporation Limited,INR,BSE,India,EQUITY
RMCL,Radha Madhav Corporation Limited,INR,NSE,India,EQUITY
RMD,ResMed Inc,USD,NYSE,United States,Common Stock
RMD,Reno De Medici S.p.A.,EUR,FSX,Germany,Common
RMDFF,Richmond Minerals Inc.,USD,OTC,United States,Common Stock
RMDL,RM Secured Direct Lending plc,GBP,LSE,United Kingdom,Closed-end Fund
RMDM,RMD Entertainment Group,USD,OTC,United States,Common Stock
RMDRIP.SM,R M DRIP AND SPRIN,INR,NSE,India,EQUITY
RME,ResMed Inc,EUR,FSX,Germany,Common Stock
RME,Rocky Mountain Dealerships Inc,CAD,TSX,Canada,Common Stock
RMEA,ResMed Inc.,EUR,FSX,Germany,Common
RMED,RA Medical Systems Inc,USD,NYSE,United States,Common Stock
RMG,RMG Acquisition Corp,USD,NYSE,United States,Common Stock
RMG,Royal Mail PLC,GBP,LSE,United Kingdom,Common Stock
RMGGF,Resolute Mining Ltd.,USD,OTC,United States,Common Stock
RMHB,"Rocky Mountain High Brands, Inc.",USD,OTC,United States,Common Stock
RMI,Ridgestone Mining Inc,CAD,TSXV,Canada,Common Stock
RMI,RiverNorth Opportunistic Municipal Income Fund Inc,USD,NYSE,United States,Closed-end Fund
RMIAF,Automotive Finco Corp.,USD,OTC,United States,Common Stock
RMIL,Rocky Mountain International Ltd.,USD,OTC,United States,Common Stock
RMIOF,Romios Gold Resources Inc.,USD,OTC,United States,Common Stock
RML,Rusoro Mining Ltd,CAD,TSXV,Canada,Common Stock
RML,Rane ,INR,NSE,India,EQUITY
RML,Rane ,INR,BSE,India,EQUITY
RMLFF,Rusoro Mining Ltd.,USD,OTC,United States,Common Stock
RMLRF,Ramelius Resources Ltd.,USD,OTC,United States,Common Stock
RMLS,Romulus Corp.,USD,OTC,United States,Common Stock
RMM,RiverNorth Managed Duration Municipal Income Fund Inc,USD,NYSE,United States,Common Stock
RMM,Rambler Metals and Mining PLC,GBP,LSE,United Kingdom,Common Stock
RMMC,River & Mercantile UK Micro Cap Investment Co Ltd,GBP,LSE,United Kingdom,Closed-end Fund
RMN,"MediciNova, Inc.",EUR,FSX,Germany,Common
RMNI,Rimini Street Inc,USD,NASDAQ,United States,Common Stock
RMNXF,Rainy Mountain Royalty Corp,USD,OTC,United States,Common Stock
RMP,Red Emperor Resources NL,GBP,LSE,United Kingdom,Common Stock
RMPL-,RiverNorth Marketplace Lending Corporation,USD,NYSE,United States,Preferred Stock
RMR,RMR GROUP INC-THE - A,USD,NASDAQ,United States,Common Stock
RMRDF,Resources Minere Radisson,USD,OTC,United States,Common Stock
RMRI,"RMR Industrials, Inc.",USD,OTC,United States,Common Stock
RMRK,Rimrock Gold Corp.,USD,OTC,United States,Common Stock
RMS,Hermes International,EUR,Euronext,France,Common Stock
RMSL,"RemSleep Holdings, Inc.",USD,OTC,United States,Common Stock
RMT,Regina Miracle International (Holdings) Limited,EUR,FSX,Germany,Common
RMT,Royce Micro-Cap Trust Inc,USD,NYSE,United States,Closed-end Fund
RMTD,"Remote Dynamics, Inc.",USD,OTC,United States,Common Stock
RMTI,Rockwell Medical Inc,USD,NASDAQ,United States,Common Stock
RMTN,"Rocky Mountain Ayre, Inc.",USD,OTC,United States,Common Stock
RMV,Rightmove PLC,GBP,LSE,United Kingdom,Common Stock
